text,true_label,pred_label
thức_ăn giá tiền 20 k / 1 xuat ( 6 miếng ) tặng kèm trà đào theo mỗi xuất .,1,1
thức_ăn loại 20 k / 1 xuat ( 6 miếng ) tặng kèm trà đào theo mỗi xuất .,1,1
nhà_hàng điều_khoản khác 20 k / 1 xuat ( 6 miếng ) tặng kèm trà đào theo mỗi xuất .,2,2
thức_ăn chất_lượng Khoai_tây chiên hơi khét nha 😓 .,0,0
không_gian tổng_quát Quán nhỏ thôi nhưng chất_lượng cà_ri khỏi chê .,0,1
thức_ăn chất_lượng Quán nhỏ thôi nhưng chất_lượng cà_ri khỏi chê .,2,2
nhà_hàng tổng_quát Có dịp quay lại HN mình nhất_định sẽ đến .,2,2
nhà_hàng điều_khoản khác Có máy_lạnh phà phà mát mẽ vô_cùng luôn đó nha hihi .,2,2
nhà_hàng giá tiền - Giá_cả phải_chăng .,2,2
"phục_vụ tổng_quát Nhân_viên thân_thiện , vui_vẻ , phục_vụ nhanh .",2,2
phục_vụ tổng_quát Phục_vụ quáaaaa lâu .,0,0
"thức_ăn loại Thức_ăn khá đa_dạng , nêm nếm gia_vị đậm_đà .",2,2
"thức_ăn chất_lượng Thức_ăn khá đa_dạng , nêm nếm gia_vị đậm_đà .",2,2
"đồ uống chất_lượng Mình còn gọi 1 loại nữa là cafe chuối thực_sự tệ , ăn xong waffle rồi chuyển qua loại này hãi dã_man , chuối vẫn còn xanh được cắt lát ra , ăn zớt zớt ghê vaiz .",0,0
"thức_ăn chất_lượng Mình còn gọi 1 loại nữa là cafe chuối thực_sự tệ , ăn xong waffle rồi chuyển qua loại này hãi dã_man , chuối vẫn còn xanh được cắt lát ra , ăn zớt zớt ghê vaiz .",0,0
không_gian tổng_quát Trong nhà có bàn sopha nhưng ngồi đông thì hợp_lý hơn nên mình ra ngoài ngắm phố thành_ra lạnh teo : ( .,1,0
"thức_ăn chất_lượng Bù lại nước lẩu thanh , có vị chua_chua cay cay của kim chi rất ngon , rau và nấm tươi , trông sạch_sẽ , thịt bò thơm và mềm .",2,2
"thức_ăn loại Bù lại nước lẩu thanh , có vị chua_chua cay cay của kim chi rất ngon , rau và nấm tươi , trông sạch_sẽ , thịt bò thơm và mềm .",1,1
"thức_ăn chất_lượng Mì_Ý thì hơi chua , mình cho 3 lần muối vào vẫn thấy chua .",1,0
"thức_ăn loại Mình thấy quán này ăn được , lúc_nào cũng đông nha , không_gian hơi chật một_chút , nhưng vị hủ_tiếu ở đây khá ổn , ăn khô thì nhân_viên kèm theo chén nước_lèo có thịt có tôm trong đó , thơm ngon hấp_dẫn .",2,2
"thức_ăn chất_lượng Mình thấy quán này ăn được , lúc_nào cũng đông nha , không_gian hơi chật một_chút , nhưng vị hủ_tiếu ở đây khá ổn , ăn khô thì nhân_viên kèm theo chén nước_lèo có thịt có tôm trong đó , thơm ngon hấp_dẫn .",2,2
"không_gian tổng_quát Mình thấy quán này ăn được , lúc_nào cũng đông nha , không_gian hơi chật một_chút , nhưng vị hủ_tiếu ở đây khá ổn , ăn khô thì nhân_viên kèm theo chén nước_lèo có thịt có tôm trong đó , thơm ngon hấp_dẫn .",0,0
"nhà_hàng tổng_quát Mình thấy quán này ăn được , lúc_nào cũng đông nha , không_gian hơi chật một_chút , nhưng vị hủ_tiếu ở đây khá ổn , ăn khô thì nhân_viên kèm theo chén nước_lèo có thịt có tôm trong đó , thơm ngon hấp_dẫn .",1,1
"thức_ăn loại Có_thể lấy gói tương_ớt , tương cà đóng_gói sẵn hoặc phun trực_tiếp luôn .",1,1
đồ uống loại Ly trà sữa rất đầy .,2,2
"thức_ăn chất_lượng Ramen không chuẩn vị nhật , dùng mì trứng mà mình rất là ghét .",0,0
"thức_ăn loại Ramen không chuẩn vị nhật , dùng mì trứng mà mình rất là ghét .",1,1
"phục_vụ tổng_quát Định gọi tính tiền xong rồi bạn_bè ngồi lại nói_chuyện chút , nhưng nhân_viên ra dọn bàn với thái_độ khó_chịu như đuổi khách .",0,0
phục_vụ tổng_quát Phục_vụ ok mà mùi_vị ổn_định và ngon nữa .,2,2
nhà_hàng tổng_quát Phục_vụ ok mà mùi_vị ổn_định và ngon nữa .,2,2
phục_vụ tổng_quát Bánh giao nhanh !,2,2
"phục_vụ tổng_quát Đã bực vì đợi lâu rồi mà_còn nhìn mặt chỉ làm mất ngon kinh_khủng , lúc đấy thực_sự muốn chửi lắm : ) .",0,0
thức_ăn chất_lượng Phần ăn vừa và không bị mặn quá .,0,2
"đồ uống chất_lượng Phin_Coffee_Freeze đắng , đậm vị cafe , bạn nào không uống được cafe thì đừng uống vị này nha .",2,2
thức_ăn loại Bánh su ngon nhưng lượng kem bên trong không đồng_đều giữa các bánh .,1,1
thức_ăn chất_lượng Bánh su ngon nhưng lượng kem bên trong không đồng_đều giữa các bánh .,2,2
"đồ uống loại Mình lúc_nào cũng kêu 1 loại đó là trà sữa trà xanh size L , thêm thạch trái_cây và milkfoam lâu_lâu hứng thì thêm pudding hoặc đổi size M.",1,1
"thức_ăn loại Quán có thực_đơn đơn_giản : chả cá là món chính , ngoài_ra còn có canh cá , cháo cá , đồ uống có đầy_đủ các loại .",2,2
"đồ uống loại Quán có thực_đơn đơn_giản : chả cá là món chính , ngoài_ra còn có canh cá , cháo cá , đồ uống có đầy_đủ các loại .",2,2
"vị_trí tổng_quát Ngày_xưa quán bán ở ngã tư Cô Giang , Đề_Thám .",1,1
thức_ăn loại Nuôi xào thì khô có mấy miếng thịt bò .,0,0
thức_ăn chất_lượng Nuôi xào thì khô có mấy miếng thịt bò .,0,0
"thức_ăn loại Hôm_nay mới mua 1 hộp 30k có 12 viên và thêm xôi lá_sen ( mon khoai khau cua minh ^ ^ ) , quá no và vẫn ngon như trước .",1,1
"thức_ăn giá tiền Hôm_nay mới mua 1 hộp 30k có 12 viên và thêm xôi lá_sen ( mon khoai khau cua minh ^ ^ ) , quá no và vẫn ngon như trước .",1,1
"thức_ăn chất_lượng Hôm_nay mới mua 1 hộp 30k có 12 viên và thêm xôi lá_sen ( mon khoai khau cua minh ^ ^ ) , quá no và vẫn ngon như trước .",2,2
nhà_hàng tổng_quát Mình đã cảm_thấy đây đúng là hàng ăn có tâm nhất quả_đất 😋 .,2,2
"thức_ăn loại Về món lẩu thì nước lẩu thái chua_chua cay cay , có rất nhiền ahri sản tôm , mực , ghẹ rồi cá viên , .",2,2
"thức_ăn chất_lượng Về món lẩu thì nước lẩu thái chua_chua cay cay , có rất nhiền ahri sản tôm , mực , ghẹ rồi cá viên , .",2,2
"nhà_hàng giá tiền Giá rất hợp với học_sinh , sinh_viên .",2,2
thức_ăn giá tiền - Canh thập_cẩm ( 22 k ) : mình k nghĩ là phần canh nhiêu nv .,1,1
thức_ăn loại - Canh thập_cẩm ( 22 k ) : mình k nghĩ là phần canh nhiêu nv .,2,1
"đồ uống chất_lượng Tuỳ món thức uống ngon , trà_thơm , nhưng có món trà xanh thì đắng_ngắt hơi khó uống , trân_châu tím thơm mùi khoai_môn , ly khuyến_mãi lâng_lâng chứ không được đầy_đặn như mong_đợi .",2,1
"đồ uống loại Tuỳ món thức uống ngon , trà_thơm , nhưng có món trà xanh thì đắng_ngắt hơi khó uống , trân_châu tím thơm mùi khoai_môn , ly khuyến_mãi lâng_lâng chứ không được đầy_đặn như mong_đợi .",1,1
"đồ uống loại Vẫn món cũ yêu thích : trà sữa earl grey + trân_châu trắng + milk foam 50 % đường 100 % đá , sự kết_hợp quá hoàn_hảo ^ ^ .",2,1
"thức_ăn loại Tré khá lạ_lẫm khi mình ăn lần đầu , thấy khá giống nem_chua của ngoài mình nhưng bì thái dầy , chua_chua mà lai dai ly bia thì đỉnh của đỉnh > , , <",2,2
"thức_ăn chất_lượng Tré khá lạ_lẫm khi mình ăn lần đầu , thấy khá giống nem_chua của ngoài mình nhưng bì thái dầy , chua_chua mà lai dai ly bia thì đỉnh của đỉnh > , , <",2,2
"thức_ăn loại Giá_cả hợp_lý , nhiều món để lựa_chọn 👍 .",2,2
"nhà_hàng giá tiền Giá_cả hợp_lý , nhiều món để lựa_chọn 👍 .",2,2
thức_ăn loại Steak có nhiều lựa_chọn hơn những quán khác .,2,2
nhà_hàng giá tiền 💰 30-50 k / người .,1,1
"thức_ăn chất_lượng ĐỒ_ĂN NGON BÁ_ĐẠO Hải_sản đa_dạng , tươi dễ_sợ luôn , mình chọn lúc mấy ẻm còn bơi tung_tăng trong hồ cơ .",2,2
"thức_ăn loại ĐỒ_ĂN NGON BÁ_ĐẠO Hải_sản đa_dạng , tươi dễ_sợ luôn , mình chọn lúc mấy ẻm còn bơi tung_tăng trong hồ cơ .",2,2
"thức_ăn loại Ở đây có các loại chè , sữa_chua mít , hoa_quả , trà_chái , khoai_lang , khoai_tây chiên , nem_chua rán , phô_mai , bánh_rán mặn , bánh_trôi tàu .",1,2
"không_gian tổng_quát Đi từ bên ngoài vào là không_gian xanh với nhiều chùm cây giả treo trên tường , chỗ này là ngồi ngoài_trời đón nắng đón gió luôn = ) ) ) ) ) .",2,2
thức_ăn chất_lượng Đồ_ăn : Đôi với mấy bạn có_thể nó có_thể giống cơm nhà .,1,1
đồ uống loại Đầu_tiên mình nói về trà : mình cực_kì yêu em alisan gong cha thêm trân_châu trắng nữa là hết_sảy .,2,1
"phục_vụ tổng_quát Mình order qua dịch_vụ delivery của foody nên rất tiện_lợi , nhanh gọn lẹ , mở lên chọn món có người xác_nhận rồi ngồi chờ sẽ có người giao tận răng , quá nhanh qá nguy_hiểm .",2,2
nhà_hàng tổng_quát Chưa bh thất_vọng khi ăn_ở đây .,2,2
không_gian tổng_quát Nên lần này đi chi_nhánh mới siêu đẹp của L ' usine luôn .,2,2
đồ uống loại Nước có size khổng_lồ uống mệt_nghỉ luôn .,2,2
"thức_ăn loại - sườn bò mỹ nướng sốt bbq 125 k : sườn bò có chỗ hơi dai , nhưng 1 phần chất_lượng miếng thịt to , sốt nhiều , vị vừa ăn , thịt thấm mềm , không bị khô .",2,2
"thức_ăn giá tiền - sườn bò mỹ nướng sốt bbq 125 k : sườn bò có chỗ hơi dai , nhưng 1 phần chất_lượng miếng thịt to , sốt nhiều , vị vừa ăn , thịt thấm mềm , không bị khô .",1,1
"thức_ăn chất_lượng - sườn bò mỹ nướng sốt bbq 125 k : sườn bò có chỗ hơi dai , nhưng 1 phần chất_lượng miếng thịt to , sốt nhiều , vị vừa ăn , thịt thấm mềm , không bị khô .",2,2
"thức_ăn loại Sốt vang hơi chát không hợp_khẩu vị mình lắm , sốt nấm thì bình_thường không có gì đặc_biệt khi ăn với bò , cảm_thấy hợp hơn khi ăn với salad giấm , còn sốt trứng là mình thích nhất , vị giống như bơ nhưng ít ngấy hơn , ngọt ngọt béo béo nhẹ .",1,1
"thức_ăn chất_lượng Sốt vang hơi chát không hợp_khẩu vị mình lắm , sốt nấm thì bình_thường không có gì đặc_biệt khi ăn với bò , cảm_thấy hợp hơn khi ăn với salad giấm , còn sốt trứng là mình thích nhất , vị giống như bơ nhưng ít ngấy hơn , ngọt ngọt béo béo nhẹ .",1,1
"đồ uống chất_lượng Mình thích nhất milkfoam của Gongcha , mằn_mặn beo_béo , kết_hợp với vị trà xanh hơi ngọt rất là ngon .",2,2
"đồ uống loại Mình thích nhất milkfoam của Gongcha , mằn_mặn beo_béo , kết_hợp với vị trà xanh hơi ngọt rất là ngon .",2,1
đồ uống chất_lượng Chê thế đủ rồi đến phần khen : còn cốc hồng trà kem mặn thì cứ phải gọi là xuất sắc😍😍😍 .,2,2
"phục_vụ tổng_quát Nhân_viên thân_thiện , xinh_xắn .",2,2
thức_ăn giá tiền Giá so với món ăn và chất_lượng thì quá hợp_lý rồi .,2,2
"thức_ăn chất_lượng Thịt bò mềm , ngon , thấm vị .",2,2
"đồ uống loại Em quai được làm khá chắc_chắn , đơn_giản nhưng trông xịn , mịn , sang vô_cùng .",2,2
đồ uống loại Mình thích Mango_Tea và Hershey_Premium ở đây ( hoặc do mình chỉ mới thử hai cái đó ahihi ) .,1,1
phục_vụ tổng_quát Còn k thì có_thể gọi nhân_viên lấy cho thịt và hải_sản nhưng phải chờ hơi lâu .,0,0
nhà_hàng giá tiền Chất_lượng ổn tuy_nhiên giá_thành không phải rẻ .,1,0
nhà_hàng tổng_quát Chất_lượng ổn tuy_nhiên giá_thành không phải rẻ .,2,2
"không_gian tổng_quát Không biết mùi_gì , nhưng bước vào là đã phà vào trong mũi .",1,2
nhà_hàng điều_khoản khác Mọi thức uống size Tall đều giảm còn 50k và số sao tích_luỹ được x 5 .,2,2
"nhà_hàng tổng_quát Gần_gũi , dễ nói_chuyện , riêng_tư , kín_đáo 👍 .",2,2
phục_vụ tổng_quát Không_gian nhỏ mà phục_vụ cũng lâu ý .,0,0
không_gian tổng_quát Không_gian nhỏ mà phục_vụ cũng lâu ý .,0,0
"thức_ăn loại Mình gọi 1 mì xào phá lấu , 1 mì phá lấu 2 vắt và 1 há cảo chiên .",1,1
nhà_hàng giá tiền 💸💸💸 giá thuộc dạng trên trung_bình .,1,1
đồ uống loại 1 ly nước free refill .,2,2
thức_ăn loại Phần 150gr thì hơi mỏng nên làm well sẽ bị hơi khô .,0,0
thức_ăn chất_lượng Phần 150gr thì hơi mỏng nên làm well sẽ bị hơi khô .,1,0
"thức_ăn loại Hôm đấy mình gọi 2 pizza , 1 mý ý , bánh_mì nướng và salad .",1,1
phục_vụ tổng_quát Phục_vụ hơi chậm tí nhưng bỏ_qua được .,0,0
"thức_ăn chất_lượng Mùi thịt thơm , cắt thử 1 miếng khi chưa rưới sốt , ăn thấy thịt ngọt , có 1 độ mặn nhất_định rồi .",2,2
thức_ăn loại Mình gọi nồi lẩu nắm bắp bò .,1,1
nhà_hàng tổng_quát Quán đông khách mà nhân_viên có vài người nên các bạn quên_tới_quên_lui hoặc do bếp quên_mình ko biết .,1,1
phục_vụ tổng_quát Quán đông khách mà nhân_viên có vài người nên các bạn quên_tới_quên_lui hoặc do bếp quên_mình ko biết .,0,1
"vị_trí tổng_quát Lần này biết đường rồi nên dễ đi hơn , từ CMT8 quẹo vào Ngô_Thời_Nhiệm rồi quẹo qua Lê_Ngô_Cát sẽ tiện hơn , đi Điện_Biên_Phủ đông xe .",1,1
"không_gian tổng_quát Không_gian : khá thoải_mái , mình thích ngồi ở bàn có_thể nhìn ra đường mà đèn của quán chiếu vào bị chói mắt , hy_vọng quán khắc_phục vấn_đề này .",2,2
đồ uống chất_lượng Mình uống thấy vẫn thơm vị cafe nhưng mùa đông rồi nhìn đống đá này ngại quá .,2,1
thức_ăn chất_lượng Bạn mình gọi toast mật_ong cũng ngon lắm .,2,2
nhà_hàng giá tiền Nhà mình gọi 1 combo sinh_nhật 345k kèm 2 pizza size M 4 đồ uống và sau gọi thêm 1 suất spaghetti .,1,1
vị_trí tổng_quát Hoặc mua tại 244 Cống_Quỳnh q 1 .,1,1
"thức_ăn chất_lượng Bò topbalde mình sốt tiêu , bò vị nhạt vừa ăn , tái vừa , chấm sốt tiêu ăn vào tới đâu trỗi vị_giác tới đó hihi .",2,2
"thức_ăn loại Bò topbalde mình sốt tiêu , bò vị nhạt vừa ăn , tái vừa , chấm sốt tiêu ăn vào tới đâu trỗi vị_giác tới đó hihi .",2,1
"thức_ăn chất_lượng Chất_lượng món ăn không ngon như trước , các món ăn thì bình_thường không có gì đặc_biệt .",1,1
thức_ăn loại Mình gọi bánh_canh cỡ nhỡ 55k 1 bát và 2 hàu phomai 2 hàu nướng mỡ hành .,1,1
thức_ăn giá tiền Mình gọi bánh_canh cỡ nhỡ 55k 1 bát và 2 hàu phomai 2 hàu nướng mỡ hành .,1,1
"vị_trí tổng_quát Không_gian quán cũng tạm ổn , đường Lê_Đại_Hành thì rộng_rãi , ít kẹt xe mà dễ tìm nữa .",2,2
"không_gian tổng_quát Không_gian quán cũng tạm ổn , đường Lê_Đại_Hành thì rộng_rãi , ít kẹt xe mà dễ tìm nữa .",1,2
"nhà_hàng giá tiền 1 quán quen_thuộc vì giá cũng thuộc tầm trung , chấp_nhận được với túi_tiền và chất_lượng nên khi thèm steak thì mình và bạn lại tới đây .",1,1
