text,true_label,pred_label
thưởng_thức món ăn_ý cơ_bản vị thử spagheti bolognese mỳ bò băm risoto pana cota nhà_hàng tổng_quát,2,2
hơi nhạt 1 chút cảm_nhận dẻo hạt cơm rau sốt thức_ăn chất_lượng,2,1
hơi nhạt 1 chút cảm_nhận dẻo hạt cơm rau sốt thức_ăn,1,1
1 món món trứng benedict nấu khéo nhấn chảy sốt lòng_đỏ kèm bacon rán thức_ăn,2,2
1 món món trứng benedict nấu khéo nhấn chảy sốt lòng_đỏ kèm bacon rán thức_ăn chất_lượng,2,2
không_gian k gian qán nhỏ_nhắn đc trang_trí nhìu màu_sắc vs tone xi_măng vs gạch đỏ xây í không_gian tổng_quát,1,2
loter nấu_ăn lắm đồ_ăn phong_phú thức_ăn,2,2
loter nấu_ăn lắm đồ_ăn phong_phú nhà_hàng tổng_quát,2,2
hôm_kia 1 cơm_chiên mã cơm_chiên m quán m cơm ngán vô_cùng hăng mùi xả m dc 1 tiếc tiền vô_cùng thức_ăn chất_lượng,0,0
kem đặc vị mặn mặn béo lắm í thức_ăn chất_lượng,2,2
đông nhà_hàng tổng_quát,2,1
món bò giá mềm thức_ăn giá tiền,2,2
gọi 1 matcha ice blended 1 trà sữa wocha vị thảo_mộc trân_châu trắng đồ uống,1,1
milkfoam gongcha nổi_tiếng khen chê milkfosm béo béo vời đồ uống chất_lượng,2,2
nem nướng chấm sốt vị bình_thường lắm thức_ăn chất_lượng,1,1
nem nướng chấm sốt vị bình_thường lắm thức_ăn,1,1
trân_châu hơi cứng đồ uống chất_lượng,0,0
không_gian vỉa_hè toàn la_liệt 1 gian bao không_gian tổng_quát,1,0
gọi món lưỡi bò chấm mắm gừng mùi_vị đặc_trưng ngon hơi mềm món lẫu đuôi bò lẫu vị lẫu vừa_phải đậm_đà thức_ăn,2,1
gọi món lưỡi bò chấm mắm gừng mùi_vị đặc_trưng ngon hơi mềm món lẫu đuôi bò lẫu vị lẫu vừa_phải đậm_đà thức_ăn chất_lượng,2,2
bánh nóng_hổi lớp chese phủ dày ko hồi hạnh_nhân lát thức_ăn chất_lượng,2,2
bánh nóng_hổi lớp chese phủ dày ko hồi hạnh_nhân lát thức_ăn,2,2
nhân_viên thân_thiện nhiệt_tình vui_vẻ tip nhân_viên nữ giá tiền nhiệm_vụ phục_vụ tổng_quát,2,2
menu nguyễn_chí nhà_hàng điều_khoản,1,1
salad trộn vừa_vặn tôm to ngon 3 thức_ăn,2,2
salad trộn vừa_vặn tôm to ngon 3 thức_ăn chất_lượng,2,2
không_gian quán hơi order xong đợi xíu chỗ gian tổng_quát,0,0
kem dừa ngon thơm bùi_và thức_ăn chất_lượng,2,2
quán thiết_kế hài_hoà không_gian tổng_quát,2,2
quán hoà mát 1 cộng nhà_hàng điều_khoản,2,2
3 giá tiền double trứng ko nem vs thịt xông khói nha thức_ăn giá tiền,1,1
3 giá tiền double trứng ko nem vs thịt xông khói nha thức_ăn,1,1
kiu trà sữa lài xanh uống ngon hơi giá tiền giá ỗn đồ uống giá tiền,1,0
kiu trà sữa lài xanh uống ngon hơi giá tiền giá ỗn đồ uống chất_lượng,2,2
xe quán order lầu tầng chỗ nhà_hàng tổng_quát,1,1
xe quán order lầu tầng chỗ nhà_hàng điều_khoản,1,1
gọi đồ uống bánh_mì đi kèm thức_ăn,2,1
thu lợi kiểu danh_tiếng chính_xác tệ nhà_hàng tổng_quát,0,0
giá_cả ngang_ngửa quán đo đo sạch_sẽ ngon nhà_hàng giá tiền,1,1
giá_cả ngang_ngửa quán đo đo sạch_sẽ ngon nhà_hàng tổng_quát,2,1
piza thèm combo đầy_đặn trông 1 no 3 gọi combo giá tiền no haha thức_ăn,2,2
piza thèm combo đầy_đặn trông 1 no 3 gọi combo giá tiền no haha thức_ăn giá tiền,1,1
nhân_viên siêng_năng phục_vụ tổng_quát,2,2
quán chủ nhiệt_tình giải_thích món giới_thiệu nguyên_liệu cặn_kẽ phục_vụ tổng_quát,2,2
quán thường_xuyên đông cao_điểm bàn đành ngậm_ngùi đi nhà_hàng tổng_quát,2,0
thịt bò mềm chấm sốt cực ngon thức_ăn chất_lượng,2,2
thịt bò mềm chấm sốt cực ngon thức_ăn,2,1
giá tiền 1 xuat 6 miếng tặng kèm trà đào xuất thức_ăn giá tiền,1,1
giá tiền 1 xuat 6 miếng tặng kèm trà đào xuất thức_ăn,1,2
giá tiền 1 xuat 6 miếng tặng kèm trà đào xuất nhà_hàng điều_khoản,2,2
khoai_tây chiên hơi khét nha nản_chí thức_ăn chất_lượng,0,1
quán chất_lượng cà_ri chê không_gian tổng_quát,0,2
quán chất_lượng cà_ri chê thức_ăn chất_lượng,2,2
dịp hn nhà_hàng tổng_quát,2,2
máy_lạnh phà phà mát mẽ vô_cùng nha hihi nhà_hàng điều_khoản,2,2
giá_cả nhà_hàng giá tiền,2,2
nhân_viên thân_thiện vui_vẻ phục_vụ phục_vụ tổng_quát,2,2
phục_vụ quaáa phục_vụ tổng_quát,0,2
thức_ăn đa_dạng nêm nếm gia_vị đậm_đà thức_ăn,2,2
thức_ăn đa_dạng nêm nếm gia_vị đậm_đà thức_ăn chất_lượng,2,2
gọi 1 cafe chuối tệ xong wafle hãi dã_man chuối xanh cắt lát zớt zớt ghê vaiz đồ uống chất_lượng,0,0
gọi 1 cafe chuối tệ xong wafle hãi dã_man chuối xanh cắt lát zớt zớt ghê vaiz thức_ăn chất_lượng,0,0
bàn sopha đông hợp_lý ngắm phố lạnh teo không_gian tổng_quát,1,2
bù lẩu vị chua_chua cay cay kim chi ngon rau nấm tươi trông sạch_sẽ thịt bò thơm mềm thức_ăn chất_lượng,2,2
bù lẩu vị chua_chua cay cay kim chi ngon rau nấm tươi trông sạch_sẽ thịt bò thơm mềm thức_ăn,1,2
mì hơi chua 3 muối chua thức_ăn chất_lượng,1,0
quán đông nha không_gian hơi chật một_chút vị hủ_tiếu ổn khô nhân_viên kèm chén nước_lèo thịt tôm thơm ngon hấp_dẫn thức_ăn,2,2
quán đông nha không_gian hơi chật một_chút vị hủ_tiếu ổn khô nhân_viên kèm chén nước_lèo thịt tôm thơm ngon hấp_dẫn thức_ăn chất_lượng,2,2
quán đông nha không_gian hơi chật một_chút vị hủ_tiếu ổn khô nhân_viên kèm chén nước_lèo thịt tôm thơm ngon hấp_dẫn không_gian tổng_quát,0,0
quán đông nha không_gian hơi chật một_chút vị hủ_tiếu ổn khô nhân_viên kèm chén nước_lèo thịt tôm thơm ngon hấp_dẫn nhà_hàng tổng_quát,1,1
gói tương_ớt tương cà đóng_gói sẵn phun thức_ăn,1,2
ly trà sữa đồ uống,2,1
ramen chuẩn vị nhật mì trứng ghét thức_ăn chất_lượng,0,2
ramen chuẩn vị nhật mì trứng ghét thức_ăn,1,2
định gọi tiền xong bạn_bè nói_chuyện chút nhân_viên dọn bàn thái_độ khó_chịu đuổi phục_vụ tổng_quát,0,0
phục_vụ ok mùi_vị ổn_định ngon phục_vụ tổng_quát,2,2
phục_vụ ok mùi_vị ổn_định ngon nhà_hàng tổng_quát,2,2
bánh giao phục_vụ tổng_quát,2,2
bực đợi mà_còn mặt ngon kinh_khủng đấy chửi lắm phục_vụ tổng_quát,0,0
mặn thức_ăn chất_lượng,0,0
phin cofe freze đắng đậm vị cafe uống cafe đừng uống vị nha đồ uống chất_lượng,2,0
bánh su ngon kem đồng_đều bánh thức_ăn,1,2
bánh su ngon kem đồng_đều bánh thức_ăn chất_lượng,2,2
kêu 1 trà sữa trà xanh size l thạch trái_cây milkfoam hứng puding đổi size m đồ uống,1,1
quán thực_đơn đơn_giản chả cá món canh cá cháo cá đồ uống đầy_đủ thức_ăn,2,2
quán thực_đơn đơn_giản chả cá món canh cá cháo cá đồ uống đầy_đủ đồ uống,2,2
quán ngã tư giang đề thám tổng_quát,1,1
nuôi xào khô mấy miếng thịt bò thức_ăn,0,0
nuôi xào khô mấy miếng thịt bò thức_ăn chất_lượng,0,0
hôm_nay mua 1 hộp giá tiền 12 viên xôi lá_sen mon khoai khau cua minh no ngon thức_ăn,1,1
hôm_nay mua 1 hộp giá tiền 12 viên xôi lá_sen mon khoai khau cua minh no ngon thức_ăn giá tiền,1,1
hôm_nay mua 1 hộp giá tiền 12 viên xôi lá_sen mon khoai khau cua minh no ngon thức_ăn chất_lượng,2,2
hàng tâm quả_đất thèm nhà_hàng tổng_quát,2,2
món lẩu lẩu thái chua_chua cay cay nhiền ahri sản tôm mực ghẹ cá viên thức_ăn,2,2
món lẩu lẩu thái chua_chua cay cay nhiền ahri sản tôm mực ghẹ cá viên thức_ăn chất_lượng,2,2
giá hợp học_sinh sinh_viên nhà_hàng giá tiền,2,2
canh thập_cẩm giá tiền k canh nhiêu nv thức_ăn giá tiền,1,1
canh thập_cẩm giá tiền k canh nhiêu nv thức_ăn,2,1
tuỳ món thức uống ngon trà thơm món trà xanh đắng_ngắt hơi uống trân_châu tím thơm mùi khoai_môn ly khuyến_mãi lâng_lâng đầy_đặn mong_đợi đồ uống chất_lượng,2,2
tuỳ món thức uống ngon trà thơm món trà xanh đắng_ngắt hơi uống trân_châu tím thơm mùi khoai_môn ly khuyến_mãi lâng_lâng đầy_đặn mong_đợi đồ uống,1,2
món cũ yêu trà sữa earl grey trân_châu trắng milk foam 50 đường 10 đá kết_hợp hoàn_hảo đồ uống,2,1
tré lạ_lẫm đầu nem_chua bì thái dầy chua_chua lai dai ly bia đỉnh đỉnh thức_ăn,2,2
tré lạ_lẫm đầu nem_chua bì thái dầy chua_chua lai dai ly bia đỉnh đỉnh thức_ăn chất_lượng,2,2
giá_cả hợp_lý món lựa_chọn thức_ăn,2,2
giá_cả hợp_lý món lựa_chọn nhà_hàng giá tiền,2,2
steak lựa_chọn quán thức_ăn,2,2
giá tiền người_nhà hàng giá tiền,1,1
đồ_ăn ngon bá_đạo hải_sản đa_dạng tươi mấy ẻm bơi tung_tăng hồ thức_ăn chất_lượng,2,2
đồ_ăn ngon bá_đạo hải_sản đa_dạng tươi mấy ẻm bơi tung_tăng hồ thức_ăn,2,2
chè sữa_chua mít hoa_quả trà chái khoai_lang khoai_tây chiên nem_chua rán phô_mai bánh_rán mặn bánh_trôi tàu thức_ăn,1,1
đi không_gian xanh chùm giả treo tường chỗ ngoài_trời đón nắng đón gió không_gian tổng_quát,2,2
đồ_ăn đôi mấy cơm thức_ăn chất_lượng,1,2
trà cực_kì yêu alisan gong trân_châu trắng hết_sảy đồ uống,2,1
order dịch_vụ delivery fody tiện_lợi gọn lẹ món xác_nhận chờ giao tận qá nguy_hiểm phục_vụ tổng_quát,2,2
bh thất_vọng ăn_ở nhà_hàng tổng_quát,2,0
đi chi_nhánh siêu đẹp l usine không_gian tổng_quát,2,2
size khổng_lồ uống mệt_nghỉ đồ uống,2,2
sườn bò mỹ nướng sốt bq giá tiền sườn bò chỗ hơi dai 1 chất_lượng miếng thịt to sốt vị thịt thấm mềm khô thức_ăn,2,1
sườn bò mỹ nướng sốt bq giá tiền sườn bò chỗ hơi dai 1 chất_lượng miếng thịt to sốt vị thịt thấm mềm khô thức_ăn giá tiền,1,1
sườn bò mỹ nướng sốt bq giá tiền sườn bò chỗ hơi dai 1 chất_lượng miếng thịt to sốt vị thịt thấm mềm khô thức_ăn chất_lượng,2,2
sốt vang hơi chát hợp_khẩu vị lắm sốt nấm bình_thường bò hợp salad giấm sốt trứng vị bơ ngấy béo béo nhẹ thức_ăn,1,1
sốt vang hơi chát hợp_khẩu vị lắm sốt nấm bình_thường bò hợp salad giấm sốt trứng vị bơ ngấy béo béo nhẹ thức_ăn chất_lượng,1,1
milkfoam gongcha mằn_mặn beo_béo kết_hợp vị trà xanh hơi ngon đồ uống chất_lượng,2,2
milkfoam gongcha mằn_mặn beo_béo kết_hợp vị trà xanh hơi ngon đồ uống,2,1
chê khen cốc hồng trà kem mặn gọi xuất_sắc yêu đi đồ uống chất_lượng,2,2
nhân_viên thân_thiện xinh_xắn phục_vụ tổng_quát,2,2
giá món chất_lượng hợp_lý thức_ăn giá tiền,2,2
thịt bò mềm ngon thấm vị thức_ăn chất_lượng,2,2
quai đơn_giản trông xịn mịn vô_cùng đồ uống,2,2
mango tea hershey premium thử hai ahihi đồ uống,1,1
k gọi nhân_viên thịt hải_sản chờ hơi phục_vụ tổng_quát,0,0
chất_lượng ổn giá_thành rẻ nhà_hàng giá tiền,1,2
chất_lượng ổn giá_thành rẻ nhà_hàng tổng_quát,2,2
mùi phà mũi không_gian tổng_quát,1,0
thức uống size tal giá tiền tích_luỹ x5 nhà_hàng điều_khoản,2,1
gần_gũi nói_chuyện riêng_tư kín_đáo nhà_hàng tổng_quát,2,2
không_gian phục_vụ phục_vụ tổng_quát,0,2
không_gian phục_vụ không_gian tổng_quát,0,2
gọi 1 mì xào phá lấu 1 mì phá lấu 2 vắt 1 há cảo chiên thức_ăn,1,1
giá dạng trung_bình nhà_hàng giá tiền,1,1
1 ly fre refil đồ uống,2,2
150gr hơi mỏng wel hơi khô thức_ăn,0,1
150gr hơi mỏng wel hơi khô thức_ăn chất_lượng,1,1
hôm đấy gọi 2 piza 1 mý bánh_mì nướng salad thức_ăn,1,1
phục_vụ hơi chậm tí bỏ_qua phục_vụ tổng_quát,0,0
mùi thịt thơm cắt thử 1 miếng rưới sốt thịt 1 độ mặn thức_ăn chất_lượng,2,2
gọi nồi lẩu nắm bắp bò thức_ăn,1,1
quán đông nhân_viên quên_tới_quên_lui bếp quên_mình ko nhà_hàng tổng_quát,1,1
quán đông nhân_viên quên_tới_quên_lui bếp quên_mình ko phục_vụ tổng_quát,0,0
đường đi cmt8 quẹo ngô thời nhiệm quẹo lê_ngô cát tiện đi điện_biên_phủ đông xe tổng_quát,1,1
không_gian thoải_mái bàn đường đèn quán chiếu chói mắt hy_vọng quán khắc_phục không_gian tổng_quát,2,1
uống thơm vị cafe mùa đông đống đá ngại đồ uống chất_lượng,2,2
gọi toast mật_ong ngon lắm thức_ăn chất_lượng,2,2
gọi 1 combo sinh_nhật giá tiền kèm 2 piza size m 4 đồ uống gọi 1 suất spagheti nhà_hàng giá tiền,1,1
mua 24 cống_quỳnh q1 tổng_quát,1,1
bò topbalde sốt tiêu bò vị nhạt tái chấm sốt tiêu trỗi vị_giác hihi thức_ăn chất_lượng,2,0
bò topbalde sốt tiêu bò vị nhạt tái chấm sốt tiêu trỗi vị_giác hihi thức_ăn,2,1
chất_lượng món ngon món bình_thường thức_ăn chất_lượng,1,1
gọi bánh_canh cỡ nhỡ giá tiền 1 bát 2 hàu phomai 2 hàu nướng mỡ hành thức_ăn,1,1
gọi bánh_canh cỡ nhỡ giá tiền 1 bát 2 hàu phomai 2 hàu nướng mỡ hành thức_ăn giá tiền,1,1
không_gian quán tạm ổn đường lê_đại hành rộng_rãi kẹt xe tổng_quát,2,1
không_gian quán tạm ổn đường lê_đại hành rộng_rãi kẹt xe không_gian tổng_quát,1,1
1 quán quen_thuộc giá tầm trung chấp_nhận túi_tiền chất_lượng thèm steak nhà_hàng giá tiền,1,1
quán gửi xe quán trông thẻ xe miễn_phí tổng_quát,2,2
quán gửi xe quán trông thẻ xe miễn_phí nhà_hàng điều_khoản,2,2
khoai dẻo bùi_và lẫn sữa_chua hoà vị ngấy thức_ăn chất_lượng,2,2
xe 10 xe phí xe giá tiền nhà_hàng điều_khoản,0,0
đi tối 6 tầm 7pm quán đông lắm đợi nhà_hàng tổng_quát,2,1
đi tối 6 tầm 7pm quán đông lắm đợi phục_vụ tổng_quát,2,2
sốt sền_sệt bánh_đa thơm béo cân cân_nhắc cười khoái_chí thức_ăn,1,2
sốt sền_sệt bánh_đa thơm béo cân cân_nhắc cười khoái_chí thức_ăn chất_lượng,2,2
giá_cả 10 giá tiền nhà_hàng giá tiền,1,1
mỗi_tội gà nhạt thức_ăn chất_lượng,0,0
giá_cả voucher ok nhà_hàng giá tiền,1,2
ord tụi gọi thai tea kakigori trời món ngon bingsu đáy độn trân_châu trắng sương sáo ôi tuyệt_vời mặt giời đỉnh phủ lớp kem béo hạnh_nhân xuất_sắc nhắc đen đá nhắc kem béo nghiện đồ uống chất_lượng,2,2
ord tụi gọi thai tea kakigori trời món ngon bingsu đáy độn trân_châu trắng sương sáo ôi tuyệt_vời mặt giời đỉnh phủ lớp kem béo hạnh_nhân xuất_sắc nhắc đen đá nhắc kem béo nghiện đồ uống,2,1
không_gian đi tối ấm_cúng thích_hợp gia_đình nhen không_gian tổng_quát,2,2
bàn_ghế xếp sát chỗ đi thoải_mái trò_chuyện không_gian tổng_quát,0,2
luminus deadline dí chạy sấp_mặt phơi_phới lũ héo úa đồ uống chất_lượng,2,0
quán mặt_tiền chỗ xe gửi xe bãi đi quán uống xong thẻ xe miễn_phí nhà_hàng điều_khoản,0,2
quán mặt_tiền chỗ xe gửi xe bãi đi quán uống xong thẻ xe miễn_phí không_gian tổng_quát,0,2
món tươi ngon thức_ăn chất_lượng,2,2
giá hơi high chút_xíu nhà_hàng giá tiền,0,0
ah dặn nhe hơi đồ uống chất_lượng,1,1
khu đông_đúc món phết toàn món kiểu bình_dân giá_cả dễ_chịu thức_ăn,2,2
khu đông_đúc món phết toàn món kiểu bình_dân giá_cả dễ_chịu thức_ăn giá tiền,2,2
bánh larva tại_chỗ lắm lớp vỏ giòn giòn lớp xốp mềm thơm lắm lớp sô la chảy hợp ngon ngấy thức_ăn,1,2
bánh larva tại_chỗ lắm lớp vỏ giòn giòn lớp xốp mềm thơm lắm lớp sô la chảy hợp ngon ngấy thức_ăn chất_lượng,2,2
trà hoa_hồng lớp milk foam ngon uống đc đồ uống chất_lượng,2,2
soda beries ngon uống đồ uống chất_lượng,2,2
nóng_hổi no thức_ăn chất_lượng,2,2
bức_xúc tất thức_ăn chất_lượng,0,0
cảm_nhận vị khoai_môn diễn_tả trân_châu nhão nhão nấu đồ uống chất_lượng,0,0
chế_biến hóng hổi thổi hehe không_gian rộng_rãi thoáng mát sạch_sẽ thức_ăn chất_lượng,2,2
chế_biến hóng hổi thổi hehe không_gian rộng_rãi thoáng mát sạch_sẽ không_gian tổng_quát,2,2
alisan xoài nha đam should try ưng cực_kì ưng đường đá hình cảm_nhận đc mùi_vị trà đồ uống,1,2
alisan xoài nha đam should try ưng cực_kì ưng đường đá hình cảm_nhận đc mùi_vị trà đồ uống chất_lượng,2,2
giỡn ko nghiêm_túc phục_vụ tổng_quát,0,0
cuốn_hút đầu quán nhà_hàng tổng_quát,2,2
nổi hứng order 3 hũ da heo chiên giòn rong biển đậu_phộng thức_ăn,1,1
đầu gọi gà gà 2 order bò lúc_lắc gọi đại gọi dồi trường thức_ăn,1,1
trà sữa quốc_dân tocotoco ra_mắt 3 món giá thử giá tiền size đồ uống,2,1
trà sữa quốc_dân tocotoco ra_mắt 3 món giá thử giá tiền size đồ uống giá tiền,1,1
3 vị mỳ sốt bq ngon thức_ăn chất_lượng,2,2
đồ uống tạm ổn đồ uống chất_lượng,1,1
gửi xe đối_diện fre cộng nè nhà_hàng điều_khoản,2,2
gong nãy order trà sữa hokaido olong phục_vụ tổng_quát,2,2
sốt sốt rau sốt_lạnh ngon thức_ăn chất_lượng,2,2
đồ_ăn lanh mặc_dù order 1 tiếng dc phục_vụ tổng_quát,0,0
quán vị kem thức_ăn,2,1
xúc_xích đức giá tiền xúc_xích cắt hơi mỏng k cảm_nhận vị lắm bù viền giòn thức_ăn,0,1
xúc_xích đức giá tiền xúc_xích cắt hơi mỏng k cảm_nhận vị lắm bù viền giòn thức_ăn giá tiền,1,1
xúc_xích đức giá tiền xúc_xích cắt hơi mỏng k cảm_nhận vị lắm bù viền giòn thức_ăn chất_lượng,2,1
bò ngon nhu biêt chủ quán lưa loai bo thực_khách thức_ăn chất_lượng,2,2
chiều đói bụng thèm há cảo kiếm deliverynow quán ngon công_ty nhà_hàng tổng_quát,2,1
lý_lẽ hàng ntn kiếu phục_vụ tổng_quát,0,0
tương chấm lỏng hơi mặn kiểu tương sệt thức_ăn chất_lượng,0,1
thức_ăn kem gọi nấm xào bánh_mì bơ tỏi thức_ăn,1,1
cháo lá dứa cháo trắng bình_thường thức_ăn chất_lượng,1,1
lote center lote_mart trường tổng_quát,2,1
đồ_ăn lắm quán chuyên đồ_ăn việt cá thịt rau thức_ăn,2,2
đồ_ăn lắm quán chuyên đồ_ăn việt cá thịt rau phục_vụ tổng_quát,2,2
mồi ngon phục_vụ lai_rai lon huda ngắm đi qa đi_lại thức_ăn chất_lượng,2,2
mồi ngon phục_vụ lai_rai lon huda ngắm đi qa đi_lại nhà_hàng tổng_quát,2,2
mồi ngon phục_vụ lai_rai lon huda ngắm đi qa đi_lại phục_vụ tổng_quát,2,2
nhân_viên nhiệt_tình dễ_thương chuyên_nghiệp phục_vụ tổng_quát,2,2
quán nằm đoạn ngã tư đèn_xanh đèn_đỏ giao núi trúc kim mã đi hướng lote đào tay_phải đường nổi_bật tone đỏ tổng_quát,1,1
bufet bình_dân đa_dạng món lắm nghêu sò ốc món no giá_cả chấp_nhận tuần đông đồ_ăn mệt thức_ăn,2,2
bufet bình_dân đa_dạng món lắm nghêu sò ốc món no giá_cả chấp_nhận tuần đông đồ_ăn mệt nhà_hàng tổng_quát,0,2
bufet bình_dân đa_dạng món lắm nghêu sò ốc món no giá_cả chấp_nhận tuần đông đồ_ăn mệt thức_ăn giá tiền,2,1
đồn hủ_tiếu hot lắm sẵn tiện đi ngang ghé thử phát nhà_hàng tổng_quát,2,2
măng_tây khoai_tây đút lò thức_ăn chất_lượng,1,2
giá bánh rẻ ghé uống trà đào thức_ăn giá tiền,2,2
giá bánh rẻ ghé uống trà đào đồ uống giá tiền,2,2
không_gian rộng thoáng trang_trí okie không_gian tổng_quát,2,2
gọi lẩu thái ko cay lắm đậm vị thức_ăn chất_lượng,2,1
đồ_ăn bình_thường trang_trí đẹp_mắt sạch_sẽ thức_ăn chất_lượng,1,1
đồ_ăn bình_thường trang_trí đẹp_mắt sạch_sẽ thức_ăn,2,2
hình_như bận buôn dưa_lê đấy xong đợi hơi phục_vụ tổng_quát,0,0
không_gian quán hơi ngộp bàn xe đấy không_gian cảm_giác chật không_gian tổng_quát,0,0
ấn_tượng đồ_ăn món to vật_vã cười ngại_ngùng thức_ăn,2,2
list ưa_thích chese đồ uống chất_lượng,2,2
không_gian rộng chia giá tiềnhu khu gia_đình bàn đối_diện khu song_song thế_này không_gian tổng_quát,2,2
ấn_tượng không_gian quán ấm_cúng decor đẹp_mắt không_gian tổng_quát,2,2
mixed barie j lạ đồ uống,2,2
ship bánh ngon cốt mềm ẩm lắm sốt trứng ngon thức_ăn chất_lượng,2,2
ship bánh ngon cốt mềm ẩm lắm sốt trứng ngon phục_vụ tổng_quát,2,2
gọi nộm tai chân gà cay da ếch chiên giòn chân_giò thức_ăn,1,1
cổng trang_trí dễ_thương lồng đèn cổng gỗ cổ không_gian tổng_quát,2,2
cửa_hàng mặt đường hàng trống tổng_quát,2,1
mì hải_sản ok lava cake mùi chocolate thơm bánh nóng nhân chảy vừa_ý mau ngấy lắm thức_ăn chất_lượng,2,2
mì hải_sản ok lava cake mùi chocolate thơm bánh nóng nhân chảy vừa_ý mau ngấy lắm thức_ăn,1,1
quán nổi_tiếng steak bữa đi thử nhà_hàng tổng_quát,2,2
nhân_viên nhanh_nhẹn nhiệt_tình phục_vụ tổng_quát,2,2
uống y_chang nước_lọc đồ uống chất_lượng,0,2
koi ly nhỏ_xíu lớp machiato siêu mỏng uống hem đồ uống,0,0
xốt tiêu ngon mấy xốt thức_ăn chất_lượng,2,2
phục_vụ không_gian khăn lạnh miễn_phí nhà_hàng điều_khoản,2,2
phục_vụ không_gian khăn lạnh miễn_phí phục_vụ tổng_quát,2,2
phục_vụ không_gian khăn lạnh miễn_phí không_gian tổng_quát,2,2
món dở ko gian dơ bày_đặt chảnh chó ko ko tiền dẹp cmn quán đi không_gian tổng_quát,0,0
món dở ko gian dơ bày_đặt chảnh chó ko ko tiền dẹp cmn quán đi thức_ăn chất_lượng,0,0
món dở ko gian dơ bày_đặt chảnh chó ko ko tiền dẹp cmn quán đi phục_vụ tổng_quát,0,0
món dở ko gian dơ bày_đặt chảnh chó ko ko tiền dẹp cmn quán đi nhà_hàng tổng_quát,0,0
