text,true_label,pred_label
nhà_hàng điều_khoản quán hoà mát 1 cộng,2,2
thức_ăn giá tiền 3 giá tiền double trứng ko nem vs thịt xông khói nha,1,1
thức_ăn 3 giá tiền double trứng ko nem vs thịt xông khói nha,1,1
đồ uống giá tiền kiu trà sữa lài xanh uống ngon hơi giá tiền giá ỗn,1,1
đồ uống chất_lượng kiu trà sữa lài xanh uống ngon hơi giá tiền giá ỗn,2,2
nhà_hàng tổng_quát xe quán order lầu tầng chỗ,1,1
nhà_hàng điều_khoản xe quán order lầu tầng chỗ,1,1
thức_ăn gọi đồ uống bánh_mì đi kèm,2,2
nhà_hàng tổng_quát thu lợi kiểu danh_tiếng chính_xác tệ,0,0
nhà_hàng giá tiền giá_cả ngang_ngửa quán đo đo sạch_sẽ ngon,1,2
nhà_hàng tổng_quát giá_cả ngang_ngửa quán đo đo sạch_sẽ ngon,2,2
thức_ăn piza thèm combo đầy_đặn trông 1 no 3 gọi combo giá tiền no haha,2,2
thức_ăn giá tiền piza thèm combo đầy_đặn trông 1 no 3 gọi combo giá tiền no haha,1,2
phục_vụ tổng_quát nhân_viên siêng_năng,2,2
phục_vụ tổng_quát quán chủ nhiệt_tình giải_thích món giới_thiệu nguyên_liệu cặn_kẽ,2,2
nhà_hàng tổng_quát quán thường_xuyên đông cao_điểm bàn đành ngậm_ngùi đi,2,1
thức_ăn chất_lượng thịt bò mềm chấm sốt cực ngon,2,2
thức_ăn thịt bò mềm chấm sốt cực ngon,2,1
thức_ăn giá tiền giá tiền 1 xuat 6 miếng tặng kèm trà đào xuất,1,1
thức_ăn giá tiền 1 xuat 6 miếng tặng kèm trà đào xuất,1,2
nhà_hàng điều_khoản giá tiền 1 xuat 6 miếng tặng kèm trà đào xuất,2,2
thức_ăn chất_lượng khoai_tây chiên hơi khét nha nản_chí,0,1
không_gian tổng_quát quán chất_lượng cà_ri chê,0,2
thức_ăn chất_lượng quán chất_lượng cà_ri chê,2,2
nhà_hàng tổng_quát dịp hn,2,2
nhà_hàng điều_khoản máy_lạnh phà phà mát mẽ vô_cùng nha hihi,2,2
nhà_hàng giá tiền giá_cả,2,2
phục_vụ tổng_quát nhân_viên thân_thiện vui_vẻ phục_vụ,2,2
phục_vụ tổng_quát phục_vụ quaáa,0,0
thức_ăn thức_ăn đa_dạng nêm nếm gia_vị đậm_đà,2,2
thức_ăn chất_lượng thức_ăn đa_dạng nêm nếm gia_vị đậm_đà,2,2
đồ uống chất_lượng gọi 1 cafe chuối tệ xong wafle hãi dã_man chuối xanh cắt lát zớt zớt ghê vaiz,0,0
thức_ăn chất_lượng gọi 1 cafe chuối tệ xong wafle hãi dã_man chuối xanh cắt lát zớt zớt ghê vaiz,0,0
không_gian tổng_quát bàn sopha đông hợp_lý ngắm phố lạnh teo,1,2
thức_ăn chất_lượng bù lẩu vị chua_chua cay cay kim chi ngon rau nấm tươi trông sạch_sẽ thịt bò thơm mềm,2,2
thức_ăn bù lẩu vị chua_chua cay cay kim chi ngon rau nấm tươi trông sạch_sẽ thịt bò thơm mềm,1,1
thức_ăn chất_lượng mì hơi chua 3 muối chua,1,1
thức_ăn quán đông nha không_gian hơi chật một_chút vị hủ_tiếu ổn khô nhân_viên kèm chén nước_lèo thịt tôm thơm ngon hấp_dẫn,2,1
thức_ăn chất_lượng quán đông nha không_gian hơi chật một_chút vị hủ_tiếu ổn khô nhân_viên kèm chén nước_lèo thịt tôm thơm ngon hấp_dẫn,2,2
không_gian tổng_quát quán đông nha không_gian hơi chật một_chút vị hủ_tiếu ổn khô nhân_viên kèm chén nước_lèo thịt tôm thơm ngon hấp_dẫn,0,1
nhà_hàng tổng_quát quán đông nha không_gian hơi chật một_chút vị hủ_tiếu ổn khô nhân_viên kèm chén nước_lèo thịt tôm thơm ngon hấp_dẫn,1,1
thức_ăn gói tương_ớt tương cà đóng_gói sẵn phun,1,1
đồ uống ly trà sữa,2,1
thức_ăn chất_lượng ramen chuẩn vị nhật mì trứng ghét,0,2
thức_ăn ramen chuẩn vị nhật mì trứng ghét,1,0
phục_vụ tổng_quát định gọi tiền xong bạn_bè nói_chuyện chút nhân_viên dọn bàn thái_độ khó_chịu đuổi,0,0
phục_vụ tổng_quát phục_vụ ok mùi_vị ổn_định ngon,2,2
nhà_hàng tổng_quát phục_vụ ok mùi_vị ổn_định ngon,2,2
phục_vụ tổng_quát bánh giao,2,2
phục_vụ tổng_quát bực đợi mà_còn mặt ngon kinh_khủng đấy chửi lắm,0,0
thức_ăn chất_lượng mặn,0,0
đồ uống chất_lượng phin cofe freze đắng đậm vị cafe uống cafe đừng uống vị nha,2,2
thức_ăn bánh su ngon kem đồng_đều bánh,1,2
thức_ăn chất_lượng bánh su ngon kem đồng_đều bánh,2,2
đồ uống kêu 1 trà sữa trà xanh size l thạch trái_cây milkfoam hứng puding đổi size m,1,1
thức_ăn quán thực_đơn đơn_giản chả cá món canh cá cháo cá đồ uống đầy_đủ,2,2
đồ uống quán thực_đơn đơn_giản chả cá món canh cá cháo cá đồ uống đầy_đủ,2,2
tổng_quát quán ngã tư giang đề thám,1,1
thức_ăn nuôi xào khô mấy miếng thịt bò,0,0
thức_ăn chất_lượng nuôi xào khô mấy miếng thịt bò,0,0
thức_ăn hôm_nay mua 1 hộp giá tiền 12 viên xôi lá_sen mon khoai khau cua minh no ngon,1,1
thức_ăn giá tiền hôm_nay mua 1 hộp giá tiền 12 viên xôi lá_sen mon khoai khau cua minh no ngon,1,1
thức_ăn chất_lượng hôm_nay mua 1 hộp giá tiền 12 viên xôi lá_sen mon khoai khau cua minh no ngon,2,2
nhà_hàng tổng_quát hàng tâm quả_đất thèm,2,2
thức_ăn món lẩu lẩu thái chua_chua cay cay nhiền ahri sản tôm mực ghẹ cá viên,2,1
thức_ăn chất_lượng món lẩu lẩu thái chua_chua cay cay nhiền ahri sản tôm mực ghẹ cá viên,2,2
nhà_hàng giá tiền giá hợp học_sinh sinh_viên,2,2
thức_ăn giá tiền canh thập_cẩm giá tiền k canh nhiêu nv,1,1
thức_ăn canh thập_cẩm giá tiền k canh nhiêu nv,2,1
đồ uống chất_lượng tuỳ món thức uống ngon trà thơm món trà xanh đắng_ngắt hơi uống trân_châu tím thơm mùi khoai_môn ly khuyến_mãi lâng_lâng đầy_đặn mong_đợi,2,2
đồ uống tuỳ món thức uống ngon trà thơm món trà xanh đắng_ngắt hơi uống trân_châu tím thơm mùi khoai_môn ly khuyến_mãi lâng_lâng đầy_đặn mong_đợi,1,2
đồ uống món cũ yêu trà sữa earl grey trân_châu trắng milk foam 50 đường 10 đá kết_hợp hoàn_hảo,2,1
thức_ăn tré lạ_lẫm đầu nem_chua bì thái dầy chua_chua lai dai ly bia đỉnh đỉnh,2,2
thức_ăn chất_lượng tré lạ_lẫm đầu nem_chua bì thái dầy chua_chua lai dai ly bia đỉnh đỉnh,2,2
thức_ăn giá_cả hợp_lý món lựa_chọn,2,2
nhà_hàng giá tiền giá_cả hợp_lý món lựa_chọn,2,2
thức_ăn steak lựa_chọn quán,2,2
nhà_hàng giá tiền giá tiền,1,1
thức_ăn chất_lượng đồ_ăn ngon bá_đạo hải_sản đa_dạng tươi mấy ẻm bơi tung_tăng hồ,2,2
thức_ăn đồ_ăn ngon bá_đạo hải_sản đa_dạng tươi mấy ẻm bơi tung_tăng hồ,2,2
thức_ăn chè sữa_chua mít hoa_quả trà chái khoai_lang khoai_tây chiên nem_chua rán phô_mai bánh_rán mặn bánh_trôi tàu,1,1
không_gian tổng_quát đi không_gian xanh chùm giả treo tường chỗ ngoài_trời đón nắng đón gió,2,2
thức_ăn chất_lượng đồ_ăn đôi mấy cơm,1,1
đồ uống trà cực_kì yêu alisan gong trân_châu trắng hết_sảy,2,2
phục_vụ tổng_quát order dịch_vụ delivery fody tiện_lợi gọn lẹ món xác_nhận chờ giao tận qá nguy_hiểm,2,2
nhà_hàng tổng_quát bh thất_vọng ăn_ở,2,0
không_gian tổng_quát đi chi_nhánh siêu đẹp l usine,2,2
đồ uống size khổng_lồ uống mệt_nghỉ,2,2
thức_ăn sườn bò mỹ nướng sốt bq giá tiền sườn bò chỗ hơi dai 1 chất_lượng miếng thịt to sốt vị thịt thấm mềm khô,2,1
thức_ăn giá tiền sườn bò mỹ nướng sốt bq giá tiền sườn bò chỗ hơi dai 1 chất_lượng miếng thịt to sốt vị thịt thấm mềm khô,1,1
thức_ăn chất_lượng sườn bò mỹ nướng sốt bq giá tiền sườn bò chỗ hơi dai 1 chất_lượng miếng thịt to sốt vị thịt thấm mềm khô,2,2
thức_ăn sốt vang hơi chát hợp_khẩu vị lắm sốt nấm bình_thường bò hợp salad giấm sốt trứng vị bơ ngấy béo béo nhẹ,1,1
thức_ăn chất_lượng sốt vang hơi chát hợp_khẩu vị lắm sốt nấm bình_thường bò hợp salad giấm sốt trứng vị bơ ngấy béo béo nhẹ,1,1
đồ uống chất_lượng milkfoam gongcha mằn_mặn beo_béo kết_hợp vị trà xanh hơi ngon,2,2
đồ uống milkfoam gongcha mằn_mặn beo_béo kết_hợp vị trà xanh hơi ngon,2,1
đồ uống chất_lượng chê khen cốc hồng trà kem mặn gọi xuất_sắc yêu đi,2,2
phục_vụ tổng_quát nhân_viên thân_thiện xinh_xắn,2,2
thức_ăn giá tiền giá món chất_lượng hợp_lý,2,2
thức_ăn chất_lượng thịt bò mềm ngon thấm vị,2,2
đồ uống quai đơn_giản trông xịn mịn vô_cùng,2,2
đồ uống mango tea hershey premium thử hai ahihi,1,1
phục_vụ tổng_quát k gọi nhân_viên thịt hải_sản chờ hơi,0,0
nhà_hàng giá tiền chất_lượng ổn giá_thành rẻ,1,2
nhà_hàng tổng_quát chất_lượng ổn giá_thành rẻ,2,2
không_gian tổng_quát mùi phà mũi,1,0
nhà_hàng điều_khoản thức uống size tal giá tiền tích_luỹ x5,2,1
nhà_hàng tổng_quát gần_gũi nói_chuyện riêng_tư kín_đáo,2,2
phục_vụ tổng_quát không_gian phục_vụ,0,2
không_gian tổng_quát không_gian phục_vụ,0,2
thức_ăn gọi 1 mì xào phá lấu 1 mì phá lấu 2 vắt 1 há cảo chiên,1,1
nhà_hàng giá tiền giá dạng trung_bình,1,1
đồ uống 1 ly fre refil,2,2
thức_ăn 150gr hơi mỏng wel hơi khô,0,1
thức_ăn chất_lượng 150gr hơi mỏng wel hơi khô,1,1
thức_ăn hôm đấy gọi 2 piza 1 mý bánh_mì nướng salad,1,1
phục_vụ tổng_quát phục_vụ hơi chậm tí bỏ_qua,0,0
thức_ăn chất_lượng mùi thịt thơm cắt thử 1 miếng rưới sốt thịt 1 độ mặn,2,2
thức_ăn gọi nồi lẩu nắm bắp bò,1,1
nhà_hàng tổng_quát quán đông nhân_viên quên_tới_quên_lui bếp quên_mình ko,1,1
phục_vụ tổng_quát quán đông nhân_viên quên_tới_quên_lui bếp quên_mình ko,0,2
tổng_quát đường đi cmt8 quẹo ngô thời nhiệm quẹo lê_ngô cát tiện đi điện_biên_phủ đông xe,1,1
không_gian tổng_quát không_gian thoải_mái bàn đường đèn quán chiếu chói mắt hy_vọng quán khắc_phục,2,2
đồ uống chất_lượng uống thơm vị cafe mùa đông đống đá ngại,2,2
thức_ăn chất_lượng gọi toast mật_ong ngon lắm,2,2
nhà_hàng giá tiền gọi 1 combo sinh_nhật giá tiền kèm 2 piza size m 4 đồ uống gọi 1 suất spagheti,1,1
tổng_quát mua 24 cống_quỳnh q1,1,1
thức_ăn chất_lượng bò topbalde sốt tiêu bò vị nhạt tái chấm sốt tiêu trỗi vị_giác hihi,2,2
thức_ăn bò topbalde sốt tiêu bò vị nhạt tái chấm sốt tiêu trỗi vị_giác hihi,2,1
thức_ăn chất_lượng chất_lượng món ngon món bình_thường,1,1
thức_ăn gọi bánh_canh cỡ nhỡ giá tiền 1 bát 2 hàu phomai 2 hàu nướng mỡ hành,1,0
thức_ăn giá tiền gọi bánh_canh cỡ nhỡ giá tiền 1 bát 2 hàu phomai 2 hàu nướng mỡ hành,1,1
tổng_quát không_gian quán tạm ổn đường lê_đại hành rộng_rãi kẹt xe,2,1
không_gian tổng_quát không_gian quán tạm ổn đường lê_đại hành rộng_rãi kẹt xe,1,1
nhà_hàng giá tiền 1 quán quen_thuộc giá tầm trung chấp_nhận túi_tiền chất_lượng thèm steak,1,1
tổng_quát quán gửi xe quán trông thẻ xe miễn_phí,2,2
nhà_hàng điều_khoản quán gửi xe quán trông thẻ xe miễn_phí,2,2
thức_ăn chất_lượng khoai dẻo bùi_và lẫn sữa_chua hoà vị ngấy,2,2
nhà_hàng điều_khoản xe 10 xe phí xe giá tiền,0,0
nhà_hàng tổng_quát đi tối 6 tầm 7pm quán đông lắm đợi,2,1
phục_vụ tổng_quát đi tối 6 tầm 7pm quán đông lắm đợi,2,2
thức_ăn sốt sền_sệt bánh_đa thơm béo cân cân_nhắc cười khoái_chí,1,2
thức_ăn chất_lượng sốt sền_sệt bánh_đa thơm béo cân cân_nhắc cười khoái_chí,2,2
nhà_hàng giá tiền giá_cả 10 giá tiền,1,1
thức_ăn chất_lượng mỗi_tội gà nhạt,0,0
nhà_hàng giá tiền giá_cả voucher ok,1,2
đồ uống chất_lượng ord tụi gọi thai tea kakigori trời món ngon bingsu đáy độn trân_châu trắng sương sáo ôi tuyệt_vời mặt giời đỉnh phủ lớp kem béo hạnh_nhân xuất_sắc nhắc đen đá nhắc kem béo nghiện,2,2
đồ uống ord tụi gọi thai tea kakigori trời món ngon bingsu đáy độn trân_châu trắng sương sáo ôi tuyệt_vời mặt giời đỉnh phủ lớp kem béo hạnh_nhân xuất_sắc nhắc đen đá nhắc kem béo nghiện,2,2
không_gian tổng_quát không_gian đi tối ấm_cúng thích_hợp gia_đình nhen,2,2
không_gian tổng_quát bàn_ghế xếp sát chỗ đi thoải_mái trò_chuyện,0,2
đồ uống chất_lượng luminus deadline dí chạy sấp_mặt phơi_phới lũ héo úa,2,0
nhà_hàng điều_khoản quán mặt_tiền chỗ xe gửi xe bãi đi quán uống xong thẻ xe miễn_phí,0,2
không_gian tổng_quát quán mặt_tiền chỗ xe gửi xe bãi đi quán uống xong thẻ xe miễn_phí,0,2
thức_ăn chất_lượng món tươi ngon,2,2
nhà_hàng giá tiền giá hơi high chút_xíu,0,0
đồ uống chất_lượng ah dặn nhe hơi,1,1
thức_ăn khu đông_đúc món phết toàn món kiểu bình_dân giá_cả dễ_chịu,2,1
thức_ăn giá tiền_khu đông_đúc món phết toàn món kiểu bình_dân giá_cả dễ_chịu,2,2
thức_ăn bánh larva tại_chỗ lắm lớp vỏ giòn giòn lớp xốp mềm thơm lắm lớp sô la chảy hợp ngon ngấy,1,2
thức_ăn chất_lượng bánh larva tại_chỗ lắm lớp vỏ giòn giòn lớp xốp mềm thơm lắm lớp sô la chảy hợp ngon ngấy,2,2
đồ uống chất_lượng trà hoa_hồng lớp milk foam ngon uống đc,2,2
đồ uống chất_lượng soda beries ngon uống,2,2
thức_ăn chất_lượng nóng_hổi no,2,2
thức_ăn chất_lượng bức_xúc tất,0,0
đồ uống chất_lượng cảm_nhận vị khoai_môn diễn_tả trân_châu nhão nhão nấu,0,0
thức_ăn chất_lượng chế_biến hóng hổi thổi hehe không_gian rộng_rãi thoáng mát sạch_sẽ,2,2
không_gian tổng_quát chế_biến hóng hổi thổi hehe không_gian rộng_rãi thoáng mát sạch_sẽ,2,2
đồ uống alisan xoài nha đam should try ưng cực_kì ưng đường đá hình cảm_nhận đc mùi_vị trà,1,2
đồ uống chất_lượng alisan xoài nha đam should try ưng cực_kì ưng đường đá hình cảm_nhận đc mùi_vị trà,2,2
phục_vụ tổng_quát giỡn ko nghiêm_túc,0,0
nhà_hàng tổng_quát cuốn_hút đầu quán,2,2
thức_ăn nổi hứng order 3 hũ da heo chiên giòn rong biển đậu_phộng,1,1
thức_ăn đầu gọi gà gà 2 order bò lúc_lắc gọi đại gọi dồi_trường,1,1
đồ uống trà sữa quốc_dân tocotoco ra_mắt 3 món giá thử giá tiền size,2,1
đồ uống giá tiền trà sữa quốc_dân tocotoco ra_mắt 3 món giá thử giá tiền size,1,1
thức_ăn chất_lượng 3 vị mỳ sốt bq ngon,2,2
đồ uống chất_lượng đồ uống tạm ổn,1,1
nhà_hàng điều_khoản gửi xe đối_diện fre cộng nè,2,2
phục_vụ tổng_quát gong nãy order trà sữa hokaido olong,2,0
thức_ăn chất_lượng sốt sốt rau sốt_lạnh ngon,2,2
phục_vụ tổng_quát đồ_ăn lanh mặc_dù order 1 tiếng dc,0,0
thức_ăn quán vị kem,2,1
thức_ăn xúc_xích đức giá tiền xúc_xích cắt hơi mỏng k cảm_nhận vị lắm bù viền giòn,0,1
thức_ăn giá tiền xúc_xích đức giá tiền xúc_xích cắt hơi mỏng k cảm_nhận vị lắm bù viền giòn,1,1
thức_ăn chất_lượng xúc_xích đức giá tiền xúc_xích cắt hơi mỏng k cảm_nhận vị lắm bù viền giòn,2,2
thức_ăn chất_lượng bò ngon nhu biêt chủ quán lưa loai bo thực_khách,2,2
nhà_hàng tổng_quát chiều đói bụng thèm há cảo kiếm deliverynow quán ngon công_ty,2,2
phục_vụ tổng_quát lý_lẽ hàng ntn kiếu,0,0
thức_ăn chất_lượng tương chấm lỏng hơi mặn kiểu tương sệt,0,1
thức_ăn thức_ăn kem gọi nấm xào bánh_mì bơ tỏi,1,1
thức_ăn chất_lượng cháo lá dứa cháo trắng bình_thường,1,1
tổng_quát lote center lote_mart trường,2,1
thức_ăn đồ_ăn lắm quán chuyên đồ_ăn việt cá thịt rau,2,2
phục_vụ tổng_quát đồ_ăn lắm quán chuyên đồ_ăn việt cá thịt rau,2,2
thức_ăn chất_lượng mồi ngon phục_vụ lai_rai lon huda ngắm đi qa đi_lại,2,2
nhà_hàng tổng_quát mồi ngon phục_vụ lai_rai lon huda ngắm đi qa đi_lại,2,2
phục_vụ tổng_quát mồi ngon phục_vụ lai_rai lon huda ngắm đi qa đi_lại,2,2
phục_vụ tổng_quát nhân_viên nhiệt_tình dễ_thương chuyên_nghiệp,2,2
tổng_quát quán nằm đoạn ngã tư đèn_xanh đèn_đỏ giao núi trúc kim mã đi hướng lote đào tay_phải đường nổi_bật tone đỏ,1,1
thức_ăn bufet bình_dân đa_dạng món lắm nghêu sò ốc món no giá_cả chấp_nhận tuần đông đồ_ăn mệt,2,1
nhà_hàng tổng_quát bufet bình_dân đa_dạng món lắm nghêu sò ốc món no giá_cả chấp_nhận tuần đông đồ_ăn mệt,0,2
thức_ăn giá tiền bufet bình_dân đa_dạng món lắm nghêu sò ốc món no giá_cả chấp_nhận tuần đông đồ_ăn mệt,2,2
nhà_hàng tổng_quát đồn hủ_tiếu hot lắm sẵn tiện đi ngang ghé thử phát,2,2
thức_ăn chất_lượng măng_tây khoai_tây đút lò,1,2
thức_ăn giá tiền giá bánh rẻ ghé uống trà đào,2,2
đồ uống giá tiền giá bánh rẻ ghé uống trà đào,2,2
không_gian tổng_quát không_gian rộng thoáng trang_trí okie,2,2
thức_ăn chất_lượng gọi lẩu thái ko cay lắm đậm vị,2,2
thức_ăn chất_lượng đồ_ăn bình_thường trang_trí đẹp_mắt sạch_sẽ,1,1
thức_ăn đồ_ăn bình_thường trang_trí đẹp_mắt sạch_sẽ,2,2
phục_vụ tổng_quát hình_như bận buôn dưa_lê đấy xong đợi hơi,0,0
không_gian tổng_quát không_gian quán hơi ngộp bàn xe đấy không_gian cảm_giác chật,0,0
thức_ăn ấn_tượng đồ_ăn món to vật_vã cười ngại_ngùng,2,2
đồ uống chất_lượng list ưa_thích chese,2,2
không_gian tổng_quát không_gian rộng chia giá tiềnhu khu gia_đình bàn đối_diện khu song_song thế_này,2,2
không_gian tổng_quát ấn_tượng không_gian quán ấm_cúng decor đẹp_mắt,2,2
đồ uống mixed barie j lạ,2,2
thức_ăn chất_lượng ship bánh ngon cốt mềm ẩm lắm sốt trứng ngon,2,2
phục_vụ tổng_quát ship bánh ngon cốt mềm ẩm lắm sốt trứng ngon,2,2
thức_ăn gọi nộm tai chân gà cay da ếch chiên giòn chân_giò,1,1
không_gian tổng_quát cổng trang_trí dễ_thương lồng đèn cổng gỗ cổ,2,2
tổng_quát cửa_hàng mặt đường hàng trống,2,1
thức_ăn chất_lượng mì hải_sản ok lava cake mùi chocolate thơm bánh nóng nhân chảy vừa_ý mau ngấy lắm,2,2
thức_ăn mì hải_sản ok lava cake mùi chocolate thơm bánh nóng nhân chảy vừa_ý mau ngấy lắm,1,2
nhà_hàng tổng_quát quán nổi_tiếng steak bữa đi thử,2,2
phục_vụ tổng_quát nhân_viên nhanh_nhẹn nhiệt_tình,2,2
đồ uống chất_lượng uống y_chang nước_lọc,0,2
đồ uống koi ly nhỏ_xíu lớp machiato siêu mỏng uống hem,0,1
thức_ăn chất_lượng xốt tiêu ngon mấy xốt,2,2
nhà_hàng điều_khoản phục_vụ không_gian khăn lạnh miễn_phí,2,2
phục_vụ tổng_quát phục_vụ không_gian khăn lạnh miễn_phí,2,2
không_gian tổng_quát phục_vụ không_gian khăn lạnh miễn_phí,2,2
không_gian tổng_quát món dở ko gian dơ bày_đặt chảnh chó ko ko tiền dẹp cmn quán đi,0,0
thức_ăn chất_lượng món dở ko gian dơ bày_đặt chảnh chó ko ko tiền dẹp cmn quán đi,0,0
phục_vụ tổng_quát món dở ko gian dơ bày_đặt chảnh chó ko ko tiền dẹp cmn quán đi,0,0
